,客户编号,客户公司名称,客户公司编号,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,第一选择基金,第二选择基金,第三选择基金,第四选择基金
1503,C1504,公司12,1454436,3,50,33.59434436,194,0.209554371,1,4,45,7.158532075,12,0.940853514,10,41,12.60268062,27.32102747,55,27.96423653,91,49.7236622,17,18.43281213,,91,24,8.502511958,0,13.60691425,16.82814615,11.55409739,1,1,66,7.850941424,1,6,6,10,71,57,51.86451636,  ,  ,  ,  
1504,C1505,公司13,1705636,5,32,11.39511651,182,0.521553901,1,3,52,16.72077467,5,0.55883414,7,59,5.677295553,20.38317881,75,9.421535176,38,66.11002298,14,0.466148674,,26,40,0.608534775,0,47.64245293,7.291626858,23.08159729,4,1,9,18.05255236,1,12,2,10,29,3,81.71501981,J0101,J0170,  ,  
1505,C1506,公司6,363609,4,65,28.87379103,18,0.632307468,1,15,27,8.295841684,36,0.050677846,,14,5.178373633,27.10564616,29,8.680529886,96,87.81669056,11,14.34131194,,93,17,8.275794221,0,62.19696449,4.59400042,,5,1,17,11.68775095,1,3,6,4,26,53,21.19164356,  ,  ,  ,  
1506,C1507,公司1,10000,8,57,23.8001729,118,0.620863434,1,13,109,18.04632942,66,0.849417165,6,62,13.32118292,14.78329239,91,26.91177544,89,66.4178976,10,4.232804311,,49,52,7.253085891,0,22.70615309,11.07000187,84.0901938,1,1,15,16.28011774,1,10,3,8,8,56,88.45746544,  ,  ,  ,  
1507,C1508,公司19,3644281,11,7,29.73998166,37,0.355261452,1,17,184,23.08641691,15,0.173878968,10,52,1.447924752,12.77905306,18,8.572338491,18,33.43445467,11,3.282064527,,2,43,11.00462563,0,3.199913913,12.61034345,75.25433322,3,,29,4.112473847,1,12,6,9,57,24,19.05378933,  ,  ,  ,  
1508,C1509,公司5,252004,7,45,2.364985593,62,0.055640099,1,,129,1.879767952,60,0.637926763,2,7,10.70894853,23.11307656,82,1.523183108,48,46.00037868,13,0.167653603,,73,36,12.57580459,0,58.52767373,19.1940975,57.28416617,5,1,76,,1,12,6,12,10,54,12.04784601,  ,  ,  ,  
1509,C1510,公司16,2585664,3,18,19.92478351,73,0.03423617,1,9,188,24.33385302,17,0.071191281,9,67,2.398683282,2.413648938,35,17.1970422,,82.36104068,6,8.378117723,,66,51,9.372340935,0,9.860523533,1.933834928,45.66680392,1,1,32,8.384693282,1,6,4,8,22,26,35.57672589,  ,  ,  ,  
1510,C1511,公司17,2917264,6,47,25.93853881,37,0.278187945,1,9,73,5.807869044,68,0.693946236,11,69,12.3351067,9.926176785,67,8.970552708,9,21.50285378,7,5.201215939,,26,60,0.038348114,0,91.39602248,17.5858114,75.46104258,5,1,80,16.09895489,1,6,3,5,59,62,8.18466502,  ,  ,  ,  
1511,C1512,公司18,3272481,6,58,21.38720553,50,0.740612049,1,13,24,22.09416459,30,0.249043283,1,51,15.07579637,29.09646771,42,27.36489594,63,15.56277288,10,8.794664505,,68,11,12.5556497,0,68.66689589,6.684711224,74.59240532,5,1,47,1.241125874,1,7,5,1,89,90,10.3994028,J0112,  ,  ,  
1512,C1513,公司11,1221025,2,53,32.4059825,132,0.345726266,1,7,11,25.03833685,17,0.11767102,1,25,2.428372616,4.74654997,30,24.31789706,11,80.64609115,5,14.34767453,,1,36,17.73596836,0,20.73317964,7.611063028,11.5103103,5,1,48,11.6420883,1,12,6,8,13,3,71.77970057,  ,  ,  ,  
1513,C1514,公司5,252004,6,31,25.63304419,28,0.656418826,1,14,69,10.09812916,41,0.787523619,5,71,3.39226624,20.97470325,69,10.53329685,52,44.5132191,9,16.60736909,,43,38,2.115583021,0,12.19331877,14.49276966,39.71256045,1,1,38,15.24544737,1,8,4,5,72,11,25.95612581,  ,  ,  ,  
1514,C1515,公司19,3644281,3,34,15.71765805,173,0.998415945,1,15,117,15.76386606,33,0.187118729,12,8,9.688767452,9.306934949,72,20.52260637,57,82.29993325,15,9.567680981,,51,9,17.55581638,0,54.60404565,14.34923282,18.11714782,2,1,44,12.08941834,1,1,7,5,80,3,80.55665986,J0088,J0024,  ,  
1515,C1516,公司11,1221025,10,15,26.87120055,74,0.168881202,1,6,27,13.7535338,66,0.137274972,10,7,17.2204568,0.196665856,17,30.519997,9,60.25737379,3,4.296021222,,32,54,18.0475071,0,39.99264161,3.462447987,999999999,1,1,86,2.237468211,1,7,5,2,87,34,76.14980268,  ,  ,  ,  
1516,C1517,公司20,4040100,6,27,6.717117258,199,0.813398743,1,15,154,13.13496708,67,0.982539985,9,64,15.08491861,22.53736966,9,18.83194139,94,60.53356022,4,4.804861834,,3,47,2.729026633,0,25.05231834,4.656214864,10.53317448,1,1,86,2.076165191,1,8,1,7,65,12,6.82701043,J0192,J0056,  ,  
1517,C1518,公司9,817216,4,55,4.830600046,186,0.482383385,1,13,64,13.8451801,16,0.00667985,7,67,1.776192715,5.010196606,59,21.3719908,89,34.1558108,11,,,89,70,9.614928904,,79.52383402,19.57768439,36.84113616,5,1,47,10.77717031,1,3,1,11,34,78,77.82983474,J0130,  ,  ,  
1518,C1519,公司7,494209,3,48,11.83641429,16,0.852958587,1,4,20,8.582249264,27,0.250036395,3,34,7.215533841,1.080618916,39,28.33762787,13,51.66589275,8,8.129216704,,59,35,3.627084039,0,47.69440319,5.279355076,84.34861245,3,1,50,14.83584341,1,4,3,10,19,24,74.66055255,  ,  ,  ,  
1519,C1520,公司10,1010025,4,69,15.64650943,35,0.997299813,1,4,15,33.87203949,51,0.959927608,5,50,18.25459437,7.788677598,73,3.849443389,77,81.36039452,2,0.366457689,33.7285745,81,28,17.67501434,0,24.30374486,9.07805039,35.18521622,4,1,76,3.908373591,1,7,4,6,21,30,27.36605936,J0113,J0125,J0142,J0062
1520,C1521,公司19,3644281,11,1,2.813526653,20,0.668258093,1,7,120,27.4281341,13,0.295913002,3,42,15.17787854,20.50009802,29,8.660306693,69,69.51408695,18,16.05994588,,4,3,15.40994983,0,31.06937944,4.876753041,62.22860937,3,1,73,10.80058004,1,1,6,4,57,84,68.97353974,J0191,J0112,  ,  
1521,C1522,公司9,817216,9,20,3.223297137,38,0.351716715,1,10,139,16.14413887,19,0.714348528,12,46,4.883032827,1.499483887,16,14.48457627,28,68.59108512,13,15.61104382,12.93687319,87,45,2.443963534,0,22.77133117,1.397479919,0.500328235,2,1,93,17.23665084,1,8,4,9,15,67,50.0507498,  ,  ,  ,  
1522,C1523,公司8,646416,999999999,59,5.739258665,175,0.789836591,1,14,195,10.00444585,71,0.433358526,11,63,7.802442505,11.51979519,80,14.88327767,70,39.43808912,12,13.57022917,,23,28,10.3165307,0,69.05040575,15.26966041,37.43218454,2,1,64,2.949899488,1,2,6,2,44,94,62.03276836,J0161,J0079,  ,  
1523,C1524,公司12,1454436,9,57,25.30974855,76,0.253154547,1,6,139,9.99663022,33,0.957316805,8,48,14.07319345,7.524637086,35,18.02952086,51,51.47055562,9,14.66366721,,88,13,4.087861011,0,27.75776139,15.83477397,33.85908745,1,1,13,3.579147866,1,4,5,2,29,24,24.78689376,  ,  ,  ,  
1524,C1525,公司16,2585664,9,30,12.08666593,78,0.145832438,1,3,150,5.717174519,18,0.315569045,10,3,5.199550443,8.596201265,41,2.655933266,4,79.75891061,17,8.532793068,,27,37,3.872316176,0,57.1691806,4.411128523,46.23867531,5,1,78,12.11410901,1,8,5,6,50,11,57.59651099,  ,  ,  ,  
1525,C1526,公司16,2585664,7,46,29.81402391,74,0.960553917,1,9,168,29.85731106,35,0.663668155,7,29,2.783681813,13.91432021,29,28.34445721,87,56.95600387,5,4.803163524,,5,58,1.961736773,0,32.16870094,15.1687979,17.41263465,5,1,9,10.70653708,1,5,2,12,29,75,82.5889839,J0191,  ,  ,  
1526,C1527,公司14,1979649,5,1,33.32117871,197,0.921719634,1,7,132,24.55544725,66,0.506527084,1,61,6.794699143,25.6554416,57,5.604798532,91,82.40667864,16,7.010072807,,8,30,2.862388534,0,83.03691069,19.4370097,91.58002802,5,1,52,19.333129,1,11,1,3,28,78,22.85788267,  ,  ,  ,  
1527,C1528,公司15,2271049,8,44,2.491544537,10,0.58591481,1,8,156,30.58521515,50,0.111006421,10,9,13.61227203,16.25534346,63,7.344738873,81,90.62343871,6,16.24109135,,2,24,2.498231089,0,,10.8819975,73.60020404,5,1,25,0.531882161,1,3,5,1,74,36,10.3889671,J0024,  ,  ,  
1528,C1529,公司17,2917264,8,36,8.500220182,153,0.952742899,,11,90,9.789793062,70,0.332496082,11,68,0.406790995,14.287685,3,17.27380966,23,57.11097605,1,17.4462793,23.20124272,34,71,8.981067136,0,56.50708126,16.31283258,54.71203811,1,1,94,8.810634391,1,6,6,9,39,83,13.58215487,  ,  ,  ,  
1529,C1530,公司4,161604,6,30,32.78873866,31,0.102509055,999999999,18,59,12.66499083,67,0.620376688,2,31,13.74367052,7.674042437,79,14.24644506,35,18.00519207,10,1.898544405,,37,4,6.976935836,0,84.86988815,6.07547505,72.42450225,3,1,49,12.15020176,1,,6,12,57,75,81.38066871,J0118,J0067,  ,  
1530,C1531,公司8,646416,10,31,,54,0.645099174,1,16,78,31.56310953,26,0.737736726,4,23,10.85401601,3.296415487,88,7.708095523,80,80.95718203,16,1.371463435,,83,58,19.14218317,0,48.09370352,12.76991546,31.51815655,4,1,42,13.85045322,1,7,3,9,93,82,10.20064819,  ,  ,  ,  
1531,C1532,公司10,1010025,2,31,14.28628323,28,0.273764081,1,15,115,27.48566414,18,0.76784886,1,54,16.96408148,32.59036399,,6.997773707,95,3.408704779,8,13.31447703,,16,4,15.66576523,0,70.05838101,7.791038451,0.793164605,1,1,21,19.17125378,1,5,4,3,11,64,41.33928951,  ,  ,  ,  
1532,C1533,公司19,3644281,8,58,17.47673738,5,0.018068344,,17,84,9.241999195,15,0.451399617,2,49,3.176010606,14.99774116,63,3.724758064,71,71.74838708,12,11.22001491,,33,35,10.96783017,0,66.73077201,4.945392642,14.00414202,3,1,7,14.1568012,1,3,7,7,48,58,60.98473046,  ,  ,  ,  
1533,C1534,公司13,1705636,2,50,22.61079265,52,0.23917148,1,7,147,14.05364807,2,0.489181134,6,26,8.634510319,18.82059787,43,32.22542365,92,15.85037362,12,11.56924781,,56,39,9.15329645,0,44.09959413,4.356259301,77.9754052,2,1,35,19.998163,1,9,3,8,93,53,25.38485958,J0150,  ,  ,  
1534,C1535,公司20,4040100,1,21,28.01025943,126,0.62302833,1,11,4,7.642749942,41,0.638002198,2,19,14.62770961,31.29404088,79,11.93156709,8,85.60284893,13,19.72687539,,49,,6.615675915,0,31.41562789,9.635514605,88.58373878,1,1,41,15.62401886,1,,5,9,44,81,35.79730858,  ,  ,  ,  
1535,C1536,公司9,817216,11,49,26.41472323,90,0.94432713,1,11,35,32.43144459,40,0.592619396,4,52,6.254991576,27.13773895,24,20.89058349,47,37.11770373,4,6.706477787,,54,68,9.119702542,0,56.88572368,4.080839781,69.69087144,5,1,76,14.71818087,1,9,1,6,73,40,69.04092648,  ,  ,  ,  
1536,C1537,公司13,1705636,12,47,26.5601286,107,0.247827346,1,17,80,21.04606943,60,0.341343978,1,55,6.926059618,10.69171702,91,30.09040859,83,4.243734018,16,13.55220426,,80,27,7.868738553,0,72.9214069,7.154663073,2.984684868,2,1,80,4.020790553,1,6,3,3,86,62,58.95639333,  ,  ,  ,  
1537,C1538,公司15,2271049,12,56,26.03446727,5,0.649648335,1,14,168,6.350631684,62,0.706725414,3,60,7.059544551,10.77863163,22,3.855696978,94,36.37827492,12,11.02466716,,65,53,19.39993241,0,22.14033931,13.90313359,18.58205369,3,1,20,8.549191064,1,10,3,3,58,11,84.91453511,  ,  ,  ,  
1538,C1539,公司10,1010025,8,41,8.248963209,160,0.518539453,1,9,108,4.510496197,56,0.631435896,12,33,7.536074058,6.229742085,1,12.9349644,12,68.235973,1,8.670186983,,73,7,6.683413626,0,49.37911472,5.380462202,70.17696431,4,1,63,8.337935363,1,3,7,9,16,65,63.21949646,J0125,J0085,J0111,  
1539,C1540,公司8,646416,2,19,25.18404363,131,0.495913637,1,5,132,13.89300208,50,0.998770512,7,2,6.63552769,6.872156522,83,7.51052118,60,33.89316252,12,4.78950449,,17,4,4.932854638,0,90.23928081,16.49919401,12.60316148,,1,70,19.82112708,1,10,3,12,15,69,9.692482236,  ,  ,  ,  
1540,C1541,公司12,1454436,12,8,13.08019717,192,0.002402512,1,2,118,0.640783043,70,0.560339799,8,64,19.78672782,15.91456695,43,18.34893121,46,53.90464893,11,15.19451787,,92,60,5.059612664,0,24.56917699,15.02858536,55.99067144,5,1,79,0.733494532,1,3,7,5,90,66,22.24932535,  ,  ,  ,  
1541,C1542,公司1,10000,8,55,17.83148591,7,0.109067899,1,12,32,9.19533888,6,0.211992462,4,54,5.904386881,5.57603236,1,11.9645619,82,41.20242048,12,10.00523019,,39,65,17.33620811,0,26.48621477,0.25608743,31.32214708,2,1,35,13.73162339,1,9,1,11,71,26,77.28495925,  ,  ,  ,  
1542,C1543,公司1,10000,6,36,23.14416941,88,0.32574589,1,5,158,32.24395642,13,0.36946505,1,32,4.490854396,14.61648479,11,19.72149556,71,13.48126017,2,15.79803211,,45,68,14.47992737,0,21.92431409,18.81251604,27.19407266,5,1,40,19.39187261,1,8,7,9,31,18,8.535190053,  ,  ,  ,  
1543,C1544,公司13,1705636,7,4,4.988609897,129,0.02449583,1,18,131,7.268593077,68,0.63057783,8,32,0.953261293,16.36044762,52,8.234564829,20,20.73548353,17,8.279866135,,38,71,10.91922588,0,49.20251957,19.8504474,84.73299646,5,1,9,7.199199393,1,5,2,7,33,68,74.56280523,  ,  ,  ,  
1544,C1545,公司16,2585664,1,1,3.091629059,171,0.283424649,1,11,194,14.14162559,50,0.156263104,3,71,8.05878966,24.97548511,29,27.74265452,7,79.49283113,13,15.5175799,,60,22,14.80281893,0,31.58679484,14.34236834,36.41814157,3,1,41,2.785270986,1,9,1,10,67,74,61.46458418,J0030,J0019,  ,  
1545,C1546,公司19,3644281,5,4,23.02045547,3,0.070914407,1,7,18,24.90493166,40,0.899286428,9,2,1.590237212,8.071325027,73,21.52084541,46,67.9205901,13,9.779995529,,9,36,3.465713738,0,82.76260425,16.2589539,15.47040424,4,1,6,11.77878387,1,2,3,2,40,12,61.98728086,  ,  ,  ,  
1546,C1547,公司12,1454436,3,10,2.595823327,166,0.448776183,1,15,94,5.750156875,33,0.742427841,8,44,2.729007696,19.85039418,46,32.59849118,23,62.95507278,11,9.177008468,,54,53,0.068293685,0,71.69581859,11.21272039,52.53707921,5,1,70,4.085988937,1,12,2,6,17,9,82.73312391,J0142,  ,  ,  
1547,C1548,公司7,494209,6,17,28.34117797,32,0.471835124,1,,186,16.79927815,2,0.078594388,9,53,15.67933273,4.628727465,24,27.15690126,62,30.62275505,5,9.768382165,,7,13,8.452842672,0,7.889195455,0.141786092,41.98492887,4,1,59,2.347634924,1,4,1,4,14,3,79.04488467,  ,  ,  ,  
1548,C1549,公司15,2271049,4,30,30.44456066,81,0.02435025,1,6,35,8.398587375,38,0.023954614,1,58,3.347200014,4.692432504,94,6.566630974,67,40.83978495,5,9.268495609,,32,31,11.19397734,0,85.20442366,19.10241746,43.99639009,3,1,39,15.59392425,1,3,4,10,56,1,21.29769431,J0199,  ,  ,  
1549,C1550,公司10,1010025,4,21,3.785452416,72,,1,15,36,7.547611423,3,0.260075452,10,13,17.37179797,17.79750416,44,,92,84.30466826,10,4.953147923,,14,7,9.48706115,0,43.11572528,3.043335864,35.39162126,3,1,74,1.803825963,1,9,3,7,62,70,20.65213777,  ,  ,  ,  
1550,C1551,公司3,90601,5,61,1.624021803,142,0.368352031,1,4,159,32.36722107,19,0.232449828,2,68,11.74963028,19.64899358,75,15.45496853,34,18.00384698,9,11.30819019,,11,19,13.98375719,0,76.48968822,4.861303093,69.43065193,5,1,26,9.290954851,1,4,1,1,64,43,2.360109665,J0006,J0082,  ,  
1551,C1552,公司6,363609,9,5,21.95943722,134,0.47922366,1,18,33,,7,0.175240612,11,25,17.42019411,28.26662327,3,27.9303702,28,88.58802539,3,15.75224702,,90,27,0.345945665,0,74.46177479,13.98652494,34.3900052,1,1,69,11.88827579,1,10,4,9,14,3,14.07756678,  ,  ,  ,  
1552,C1553,公司17,2917264,12,62,8.373131621,157,0.297943449,1,5,145,33.35155959,13,0.091692999,7,,11.74299808,16.02113019,55,23.40411572,20,55.44826506,16,1.440579938,,57,35,16.78407484,0,61.0582267,0.433438073,,1,1,13,9.995346829,1,6,7,3,4,24,56.80630856,J0185,  ,  ,  
1553,C1554,公司4,161604,4,13,20.21695663,83,0.97633471,1,12,125,27.36345872,57,0.753865581,9,26,0.544129671,4.136560172,3,1.851954,50,56.69708716,16,1.551618374,,13,26,9.975337299,0,1.050599495,18.1688862,52.63169526,1,1,22,3.373012396,1,2,6,4,51,18,55.10683259,J0023,  ,  ,  
1554,C1555,公司5,252004,1,7,26.62171278,11,0.203419794,1,17,3,28.60326724,22,0.768499859,8,47,12.49280092,9.011081489,89,3.522761806,50,45.91862611,18,18.43038958,,90,27,6.454177149,0,79.61222978,7.586497946,55.67415738,3,1,90,17.70634357,1,6,5,2,49,78,50.2874316,J0169,  ,  ,  
1555,C1556,公司15,2271049,2,66,25.05541524,141,0.367750795,1,11,166,7.501570287,2,0.109769097,8,8,11.96146774,5.572166995,50,29.85687954,3,56.21109241,1,1.843618425,,71,3,3.145082783,0,44.92398839,7.488921502,41.72289381,1,1,93,9.010676681,1,6,6,11,6,80,64.48505687,J0102,J0121,  ,  
1556,C1557,公司11,1221025,11,37,23.34882927,119,0.084370087,1,7,132,15.83852126,4,0.82678573,8,56,8.73450564,3.660934162,36,18.12537061,83,10.56356111,1,4.823015841,,77,15,8.604795073,0,86.33763329,17.24557637,6.309425752,4,1,87,6.027774114,1,1,6,9,61,86,17.45684886,  ,  ,  ,  
1557,C1558,公司13,1705636,10,1,9.364460914,182,0.241673053,1,3,82,25.68680734,12,0.445249865,10,47,6.019827282,22.42098859,94,14.64618459,51,19.56596718,14,13.01633874,,30,67,9.264707575,0,79.68692429,,44.10338396,2,1,24,6.801535301,1,11,3,10,76,80,87.646123,J0184,J0160,J0002,  
1558,C1559,公司7,494209,10,51,14.89946174,132,0.175628873,1,17,20,16.25336555,62,0.776459815,10,46,0.700451872,16.6655021,71,15.03571156,5,14.81795791,3,9.147408109,,53,11,9.624816145,0,74.01961853,4.520510421,57.31476692,1,,42,8.375692654,1,6,3,4,41,12,16.57926379,  ,  ,  ,  
1559,C1560,公司12,1454436,9,42,17.42474586,174,0.769906367,1,14,81,16.42712656,31,0.375383838,7,65,17.4130939,13.90811765,88,16.35462247,16,60.95410768,10,10.75012055,,52,30,7.485744043,0,75.1933281,17.57441659,9.232047051,3,1,18,5.762770015,1,12,5,4,12,83,30.40853224,J0165,J0189,  ,  
1560,C1561,公司8,646416,5,1,5.320482198,24,0.313375004,1,6,172,0.007119079,32,0.022515954,4,65,4.478031388,21.1193734,72,30.75682366,59,16.87387564,8,14.86687189,,90,61,5.407855497,0,24.09972157,6.470233807,29.47699988,5,1,77,9.166678345,1,10,5,1,87,55,86.97451848,  ,  ,  ,  
1561,C1562,公司17,2917264,5,41,22.72820016,43,0.619698788,1,12,23,33.49165069,32,0.858273413,1,11,7.700629685,14.10506621,35,0.862345273,8,86.53109509,7,0.465363347,,7,55,5.933894735,0,19.31750272,17.97420663,44.99435953,5,1,52,0.444195221,1,6,3,8,90,35,22.86717372,J0020,  ,  ,  
1562,C1563,公司13,1705636,6,52,21.25937653,53,0.629329619,1,3,53,15.50922926,28,0.224434209,9,18,10.52649616,27.07901232,47,17.60197458,48,59.28921898,17,11.12774331,,28,12,6.122333549,0,,2.391014072,31.03857399,3,1,51,14.18066681,1,8,4,1,81,40,4.33564027,J0061,  ,  ,  
1563,C1564,公司15,2271049,9,5,27.70111805,164,0.964529352,1,1,162,16.64455854,44,0.062860661,9,33,16.87783587,27.96590563,91,30.26421712,22,68.72573342,1,0.085521171,,45,21,,0,30.81787497,15.32605525,37.7741833,4,1,47,17.67428407,1,2,2,2,87,39,9.472885209,  ,  ,  ,  
1564,C1565,公司2,40401,7,61,-999999999,23,0.721339543,1,4,48,9.375369479,12,0.479721371,3,14,19.54900011,3.108764047,62,19.71211817,84,28.00908457,2,15.55034269,,46,65,3.118869888,0,31.73680318,18.15298996,89.81632867,4,1,74,11.02899699,1,12,3,5,69,55,59.35271581,  ,  ,  ,  
1565,C1566,公司8,646416,3,63,21.04937496,75,0.361411217,1,2,160,33.41954346,1,0.226441094,2,39,8.061720805,2.107868883,61,13.93625038,58,69.16007333,11,5.150857141,,20,65,14.42576439,0,86.35700192,7.523946285,88.42266163,4,1,33,4.827601591,1,2,2,6,,3,78.848342,J0130,  ,  ,  
1566,C1567,公司6,363609,3,32,5.521645503,63,0.208913333,1,5,30,28.0338739,51,0.634523573,4,43,12.30477597,12.15630661,,26.02621431,72,77.40395582,1,4.005031084,,20,46,14.66132086,0,69.04271912,13.68070469,88.43572055,5,1,74,2.083056723,1,3,4,2,41,68,24.19450062,  ,  ,  ,  
1567,C1568,公司20,4040100,4,28,32.38238313,164,0.815260787,1,12,31,25.27028762,60,0.682524427,8,26,4.081615462,25.40123852,68,6.48680487,54,81.81722533,9,16.28593851,,73,14,16.1579304,0,30.53397585,6.47153736,50.79738494,1,1,7,10.09414962,1,7,3,6,79,49,15.21873067,  ,  ,  ,  
1568,C1569,公司18,3272481,2,51,11.35985284,6,0.389371112,1,4,19,15.26192057,70,0.697653682,5,50,17.24449748,2.796962551,7,11.97608691,1,44.88880034,1,8.375836033,,64,43,7.359360583,0,15.86517037,14.21188848,34.64622393,3,1,55,1.681688836,1,1,7,8,17,25,64.87397321,J0067,  ,  ,  
1569,C1570,公司13,1705636,11,64,1.721582481,167,0.548611832,1,8,96,26.54428824,35,0.684846407,11,26,2.707339051,32.80891919,39,25.38728209,63,85.43381075,7,12.63164754,,33,3,5.787289638,0,54.61313272,18.22691475,58.58915824,999999999,1,77,3.78917055,1,10,3,8,20,54,28.31879133,  ,  ,  ,  
1570,C1571,公司13,1705636,12,17,5.930069579,55,0.250401703,1,18,202,1.30178097,58,0.256272904,6,71,9.498224445,26.66646342,94,27.34975835,78,70.79983656,3,15.03886162,,65,30,4.641060714,0,19.56322608,14.20886842,45.59736038,1,1,10,1.224621987,1,2,6,8,78,65,80.7973185,J0034,  ,  ,  
1571,C1572,公司12,1454436,12,5,22.21157917,187,0.614020713,1,7,154,18.12131983,42,0.809601604,10,62,17.91841842,,94,11.16694067,10,89.05136471,17,15.73029594,,41,47,15.33912423,0,33.27183602,4.335488348,52.49089023,1,1,17,11.42638493,1,12,6,9,27,9,2.06438325,J0063,  ,  ,  
1572,C1573,公司20,4040100,7,30,17.78590866,143,0.096949063,1,14,35,2.427820378,63,0.43216289,1,12,2.876827858,26.67519771,63,16.3597617,,61.28935662,18,2.20324935,,38,43,19.29424654,0,49.04865949,8.475097142,59.73499755,5,1,49,10.81275777,1,11,4,8,39,28,83.38225487,  ,  ,  ,  
1573,C1574,公司14,1979649,7,54,9.764924348,193,0.048844726,1,11,51,20.05536407,46,0.298109828,11,54,14.30088913,10.10122252,7,21.1457058,76,35.05486945,7,17.06242065,,95,51,2.191979546,0,69.98039408,9.604184353,79.85515901,3,1,90,1.222668728,1,11,5,11,73,,55.62696883,  ,  ,  ,  
1574,C1575,公司10,1010025,7,69,24.63913932,139,0.832799773,1,8,70,9.8869523,35,0.880509871,2,29,10.1244195,9.834228839,83,19.38250942,42,46.63826638,15,2.198325502,,68,60,11.16199146,0,11.07119319,11.24563656,80.36523763,1,1,10,6.039395805,1,8,1,12,3,77,78.8386808,  ,  ,  ,  
1575,C1576,公司1,10000,6,47,15.15282167,201,0.560189855,1,11,182,3.827846172,34,0.228942807,5,51,1.672245763,4.535958377,53,7.00921554,50,17.27164148,5,18.81839899,,73,58,8.205510817,0,,3.765175933,65.82744399,2,1,67,0.230798663,1,3,7,4,95,8,50.60112311,J0020,J0056,J0130,  
1576,C1577,公司16,2585664,11,11,8.285127447,75,0.532109558,1,5,81,29.70226587,14,0.877674427,1,29,12.14035307,12.06702321,36,0.559768803,8,46.09409016,6,11.11458312,,38,44,19.29111045,0,61.04557885,14.07312495,64.50317628,5,1,67,0.415582881,1,8,3,2,84,94,27.58275353,J0091,  ,  ,  
1577,C1578,公司5,252004,7,20,17.63407518,87,0.346521443,1,11,197,33.87292096,52,0.84847728,7,35,7.155687839,25.57415749,53,18.3414494,11,17.15567019,7,14.04178967,,26,43,3.054216785,0,26.99324722,5.726273083,87.35763985,2,1,6,19.30987819,1,8,4,1,68,66,17.65931337,  ,  ,  ,  
1578,C1579,公司15,2271049,1,5,28.84546084,201,0.64247931,1,16,133,10.32451202,53,0.814175922,3,17,15.15097514,26.46172566,16,8.221617983,49,49.43984218,12,2.051774583,,93,53,19.00353916,0,37.34038738,5.545267789,10.15153984,1,1,16,18.28037287,1,3,4,3,25,93,53.92940789,  ,  ,  ,  
1579,C1580,公司11,1221025,6,68,10.25878905,164,0.455376644,1,8,99,21.48443649,37,0.776061237,5,54,14.85417154,19.30031181,51,23.30782675,68,24.45007459,12,6.604586448,,42,9,9.096777482,0,75.6712502,19.79985025,36.94664188,5,1,4,16.48529699,1,7,2,5,89,66,44.22086246,J0074,J0010,J0182,  
1580,C1581,公司7,494209,11,43,23.63583272,131,0.689681353,1,14,189,3.190322489,51,0.091836349,9,11,5.903829516,23.30318827,18,18.69926181,42,16.18411685,17,14.26387886,,7,3,0.812483213,0,86.69009245,12.58819817,84.76741426,2,1,71,8.339587889,1,2,3,7,89,47,14.61629577,  ,  ,  ,  
1581,C1582,公司6,363609,3,34,3.489042587,113,0.404735166,1,11,171,22.52154744,27,0.855027491,9,50,8.675009621,21.80141599,41,13.65447475,30,3.456062244,-999999999,16.96264104,,32,41,15.71381311,0,76.9422385,9.078009378,51.75633696,3,1,1,17.41045999,1,7,7,7,94,12,31.80875744,  ,  ,  ,  
1582,C1583,公司3,90601,3,59,30.52518022,40,0.863669071,1,13,26,27.78157165,35,0.99877555,9,19,11.45289248,,77,9.767369128,70,30.02345399,3,11.0877284,,40,48,1.934367062,0,28.71655766,19.8832953,29.2667511,4,1,37,17.46696729,1,2,4,6,4,60,16.78774524,  ,  ,  ,  
1583,C1584,公司14,1979649,5,19,8.631869609,59,0.409372338,1,4,48,3.766332572,52,0.188678028,1,61,13.01299476,15.8063087,67,10.32358081,96,32.23006863,6,0.820179013,,31,29,8.934279048,0,14.53741373,5.212443219,32.10876389,3,1,88,0.749150293,1,9,6,5,36,1,20.93398801,J0195,  ,  ,  
1584,C1585,公司14,1979649,2,33,18.85965142,130,0.134958823,1,4,107,24.62505066,58,0.830513389,5,49,3.282847488,,4,23.00455558,93,53.18774588,9,4.671162121,,89,2,16.40720287,0,20.21446381,12.60908164,89.14676682,4,,9,16.0170468,1,11,3,1,19,33,31.44031754,J0144,  ,  ,  
1585,C1586,公司1,10000,2,44,30.882197,36,0.452591698,1,8,184,8.262465779,61,0.912950183,5,33,15.13527493,21.96255425,999999999,5.468700299,90,23.59409488,2,17.10338745,,83,33,1.395500277,0,25.93087623,999999999,14.62944388,5,1,73,12.64722063,1,6,4,9,66,86,55.97580538,  ,  ,  ,  
